,Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date
4292,TXN_5958999,Tea,2.0,1.5,3.0,Digital Wallet,In-store,2023-04-13
5385,TXN_5960979,Coffee,5.0,2.0,10.0,Digital Wallet,In-store,2023-05-03
8924,TXN_5961027,Cake,2.0,3.0,6.0,Cash,In-store,2023-05-03
5780,TXN_5962196,Smoothie,2.0,4.0,8.0,Cash,Takeaway,2023-11-29
4841,TXN_5962237,Juice,1.0,3.0,3.0,Cash,Takeaway,2023-10-31
8942,TXN_5963316,Tea,2.0,1.5,3.0,Credit Card,Takeaway,2023-06-25
6395,TXN_5963749,Cake,1.0,3.0,3.0,Digital Wallet,In-store,2023-11-04
3364,TXN_5965095,Salad,4.0,5.0,20.0,Digital Wallet,In-store,2023-06-16
1230,TXN_5965422,Coffee,2.0,2.0,4.0,Credit Card,Takeaway,2023-06-20
7675,TXN_5966744,Tea,3.0,1.5,4.5,Digital Wallet,In-store,2023-12-13
6229,TXN_5966765,Cake,5.0,3.0,15.0,Credit Card,Takeaway,2023-11-09
9900,TXN_5967452,Juice,5.0,3.0,15.0,Credit Card,In-store,2023-03-07
5882,TXN_5968705,Sandwich,3.0,4.0,12.0,Credit Card,Takeaway,2023-12-16
9707,TXN_5968921,Salad,5.0,5.0,25.0,Credit Card,Takeaway,2023-10-10
764,TXN_5969754,Tea,4.0,1.5,6.0,Digital Wallet,Takeaway,2023-01-29
6218,TXN_5970304,Salad,4.0,5.0,20.0,Credit Card,Takeaway,2023-07-14
6508,TXN_5972836,Sandwich,3.0,4.0,12.0,Cash,Takeaway,2023-02-14
2252,TXN_5974123,Sandwich,2.0,4.0,8.0,Digital Wallet,In-store,2023-06-25
9310,TXN_5974791,Cookie,2.0,1.0,2.0,Cash,Takeaway,2023-10-22
8646,TXN_5974796,Sandwich,4.0,4.0,16.0,Cash,In-store,2023-11-09
7435,TXN_5975573,Cookie,1.0,1.0,1.0,Cash,Takeaway,2023-01-20
1419,TXN_5977414,Cake,2.0,3.0,6.0,Credit Card,In-store,2023-08-06
9924,TXN_5981429,Juice,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-12-24
3345,TXN_5982786,Juice,4.0,3.0,12.0,Credit Card,In-store,2023-12-26
2849,TXN_5983031,Juice,3.0,3.0,9.0,Digital Wallet,In-store,2023-03-09
2385,TXN_5985451,Sandwich,2.0,4.0,8.0,Credit Card,In-store,2023-07-24
9238,TXN_5985513,Smoothie,2.0,4.0,8.0,Credit Card,In-store,2023-08-02
2693,TXN_5989987,Smoothie,4.0,4.0,16.0,Cash,Takeaway,2023-08-02
4822,TXN_5991995,Cake,1.0,3.0,3.0,Digital Wallet,In-store,2023-01-08
8687,TXN_5992166,Juice,5.0,3.0,15.0,Cash,Takeaway,2023-10-01
7572,TXN_5992635,Coffee,4.0,2.0,8.0,Digital Wallet,Takeaway,2023-10-01
8545,TXN_5993677,Cake,4.0,3.0,12.0,Credit Card,Takeaway,2023-01-28
4970,TXN_5994713,Tea,3.0,1.5,4.5,Cash,Takeaway,2023-03-05
3268,TXN_5996894,Juice,1.0,3.0,3.0,Credit Card,In-store,2023-06-12
6541,TXN_5996973,Sandwich,5.0,4.0,20.0,Cash,In-store,2023-05-02
325,TXN_5997803,Coffee,5.0,2.0,10.0,Credit Card,In-store,2023-12-03
1689,TXN_5998419,Juice,4.0,3.0,12.0,Cash,Takeaway,2023-09-26
6641,TXN_5999810,Sandwich,4.0,4.0,16.0,Credit Card,Takeaway,2023-06-19
194,TXN_6000201,Cookie,3.0,1.0,3.0,Cash,Takeaway,2023-02-16
5310,TXN_6000890,Coffee,3.0,2.0,6.0,Digital Wallet,In-store,2023-01-06
4825,TXN_6004431,Sandwich,2.0,4.0,8.0,Cash,Takeaway,2023-04-07
3317,TXN_6004967,Salad,4.0,5.0,20.0,Credit Card,In-store,2023-01-13
8334,TXN_6005707,Juice,4.0,3.0,12.0,Cash,In-store,2023-02-06
1053,TXN_6007079,Cookie,2.0,1.0,2.0,Credit Card,In-store,2023-10-09
7866,TXN_6007437,Juice,1.0,3.0,3.0,Credit Card,Takeaway,2023-11-22
7732,TXN_6007721,Sandwich,4.0,4.0,16.0,Cash,In-store,2023-08-21
8756,TXN_6008133,Coffee,3.0,2.0,6.0,Digital Wallet,In-store,2023-11-08
1950,TXN_6009395,Sandwich,4.0,4.0,16.0,Cash,In-store,2023-07-20
9802,TXN_6011106,Juice,2.0,3.0,6.0,Digital Wallet,In-store,2023-09-07
7573,TXN_6011304,Cake,4.0,3.0,12.0,Cash,In-store,2023-11-20
7447,TXN_6011341,Juice,4.0,3.0,12.0,Cash,In-store,2023-12-21
1413,TXN_6011884,Tea,5.0,1.5,7.5,Digital Wallet,Takeaway,2023-12-25
4124,TXN_6012446,Smoothie,4.0,4.0,16.0,Cash,Takeaway,2023-07-20
6063,TXN_6012728,Cake,4.0,3.0,12.0,Credit Card,In-store,2023-05-09
7941,TXN_6013024,Juice,3.0,3.0,9.0,Credit Card,Takeaway,2023-09-06
3056,TXN_6013295,Juice,2.0,3.0,6.0,Cash,Takeaway,2023-11-07
8944,TXN_6014389,Cookie,5.0,1.0,5.0,Credit Card,In-store,2023-07-21
8862,TXN_6016707,Juice,1.0,3.0,3.0,Cash,In-store,2023-06-27
9863,TXN_6017034,Cake,4.0,3.0,12.0,Credit Card,In-store,2023-10-06
4269,TXN_6017458,Salad,5.0,5.0,25.0,Credit Card,In-store,2023-04-23
7365,TXN_6018020,Cookie,2.0,1.0,2.0,Credit Card,Takeaway,2023-01-12
2087,TXN_6018740,Smoothie,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-01-12
4463,TXN_6020552,Sandwich,2.0,4.0,8.0,Cash,Takeaway,2023-01-14
5378,TXN_6021173,Juice,5.0,3.0,15.0,Cash,Takeaway,2023-12-16
8090,TXN_6021363,Sandwich,2.0,4.0,8.0,Credit Card,Takeaway,2023-01-11
3211,TXN_6022618,Smoothie,1.0,4.0,4.0,Digital Wallet,In-store,2023-12-18
1712,TXN_6023823,Cookie,2.0,1.0,2.0,Digital Wallet,Takeaway,2023-04-20
5043,TXN_6024139,Juice,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-08-15
976,TXN_6024625,Coffee,5.0,2.0,10.0,Digital Wallet,Takeaway,2023-09-13
8807,TXN_6025054,Coffee,1.0,2.0,2.0,Credit Card,Takeaway,2023-03-10
5785,TXN_6026451,Juice,2.0,3.0,6.0,Cash,In-store,2023-11-06
6041,TXN_6027031,Juice,5.0,3.0,15.0,Credit Card,In-store,2023-11-15
5181,TXN_6027500,Smoothie,4.0,4.0,16.0,Cash,In-store,2023-09-22
8672,TXN_6027798,Cookie,2.0,1.0,2.0,Digital Wallet,Takeaway,2023-05-26
6389,TXN_6027923,Salad,1.0,5.0,5.0,Digital Wallet,Takeaway,2023-07-23
4497,TXN_6028331,Cake,4.0,3.0,12.0,Cash,Takeaway,2023-10-22
5456,TXN_6028915,Sandwich,5.0,4.0,20.0,Cash,In-store,2023-12-24
3962,TXN_6029333,Cake,1.0,3.0,3.0,Cash,In-store,2023-06-10
7867,TXN_6030518,Sandwich,3.0,4.0,12.0,Credit Card,In-store,2023-12-20
6970,TXN_6034596,Salad,1.0,5.0,5.0,Credit Card,Takeaway,2023-04-07
5068,TXN_6034709,Coffee,2.0,2.0,4.0,Credit Card,Takeaway,2023-06-16
1729,TXN_6034785,Coffee,3.0,2.0,6.0,Digital Wallet,Takeaway,2023-06-17
3160,TXN_6034920,Cookie,1.0,1.0,1.0,Credit Card,In-store,2023-09-09
4400,TXN_6035512,Cake,5.0,3.0,15.0,Cash,Takeaway,2023-02-19
1046,TXN_6035534,Salad,4.0,5.0,20.0,Credit Card,In-store,2023-12-18
9301,TXN_6036240,Cake,4.0,3.0,12.0,Credit Card,In-store,2023-10-30
4998,TXN_6036254,Coffee,3.0,2.0,6.0,Credit Card,In-store,2023-09-20
6039,TXN_6036409,Tea,5.0,1.5,7.5,Cash,Takeaway,2023-02-16
1928,TXN_6036520,Coffee,5.0,2.0,10.0,Cash,Takeaway,2023-09-15
3500,TXN_6037144,Tea,3.0,1.5,4.5,Cash,Takeaway,2023-09-02
2308,TXN_6037712,Salad,3.0,5.0,15.0,Credit Card,In-store,2023-08-10
6856,TXN_6037924,Coffee,4.0,2.0,8.0,Digital Wallet,Takeaway,2023-11-14
1650,TXN_6038791,Juice,2.0,3.0,6.0,Digital Wallet,In-store,2023-03-06
2490,TXN_6039235,Juice,2.0,3.0,6.0,Digital Wallet,In-store,2023-06-25
6193,TXN_6039321,Salad,2.0,5.0,10.0,Credit Card,In-store,2023-02-15
3235,TXN_6040824,Sandwich,1.0,4.0,4.0,Cash,Takeaway,2023-01-07
3351,TXN_6040882,Cookie,1.0,1.0,1.0,Cash,In-store,2023-06-06
7827,TXN_6043396,Sandwich,3.0,4.0,12.0,Cash,In-store,2023-10-07
9522,TXN_6044312,Cake,2.0,3.0,6.0,Credit Card,In-store,2023-01-03
72,TXN_6044979,Cookie,1.0,1.0,1.0,Cash,In-store,2023-12-08
4112,TXN_6045577,Coffee,3.0,2.0,6.0,Credit Card,Takeaway,2023-07-06
7234,TXN_6046363,Smoothie,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-03-20
690,TXN_6046604,Cookie,5.0,1.0,5.0,Credit Card,Takeaway,2023-06-29
2120,TXN_6047026,Smoothie,2.0,4.0,8.0,Cash,Takeaway,2023-03-24
6885,TXN_6047710,Smoothie,3.0,4.0,12.0,Credit Card,Takeaway,2023-06-16
3108,TXN_6047742,Smoothie,5.0,4.0,20.0,Digital Wallet,In-store,2023-12-11
9929,TXN_6049240,Juice,1.0,3.0,3.0,Cash,In-store,2023-05-31
9201,TXN_6050844,Tea,2.0,1.5,3.0,Cash,Takeaway,2023-03-12
7613,TXN_6052534,Salad,4.0,5.0,20.0,Cash,Takeaway,2023-02-19
4505,TXN_6052901,Smoothie,5.0,4.0,20.0,Credit Card,Takeaway,2023-08-16
8936,TXN_6053617,Sandwich,2.0,4.0,8.0,Credit Card,In-store,2023-11-25
8125,TXN_6053755,Cookie,4.0,1.0,4.0,Digital Wallet,Takeaway,2023-01-18
586,TXN_6054137,Juice,3.0,3.0,9.0,Cash,In-store,2023-05-09
6111,TXN_6055428,Salad,5.0,5.0,25.0,Cash,Takeaway,2023-02-25
5357,TXN_6055570,Tea,3.0,1.5,4.5,Cash,Takeaway,2023-02-06
1071,TXN_6057379,Salad,5.0,5.0,25.0,Credit Card,Takeaway,2023-03-18
8600,TXN_6057914,Smoothie,2.0,4.0,8.0,Digital Wallet,In-store,2023-03-18
5742,TXN_6059878,Salad,3.0,5.0,15.0,Digital Wallet,In-store,2023-01-23
1373,TXN_6060764,Smoothie,3.0,4.0,12.0,Digital Wallet,In-store,2023-01-23
3867,TXN_6063689,Cookie,3.0,1.0,3.0,Cash,In-store,2023-02-01
498,TXN_6063966,Juice,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-10-24
7399,TXN_6064232,Tea,2.0,1.5,3.0,Credit Card,Takeaway,2023-04-09
2190,TXN_6064282,Smoothie,4.0,4.0,16.0,Credit Card,In-store,2023-10-18
3592,TXN_6064301,Cookie,1.0,1.0,1.0,Credit Card,Takeaway,2023-07-12
5691,TXN_6064400,Sandwich,5.0,4.0,20.0,Cash,Takeaway,2023-07-06
1655,TXN_6066433,Tea,2.0,1.5,3.0,Cash,In-store,2023-06-17
1728,TXN_6066883,Cake,2.0,3.0,6.0,Credit Card,In-store,2023-12-21
7167,TXN_6067546,Tea,5.0,1.5,7.5,Digital Wallet,Takeaway,2023-08-25
7535,TXN_6067979,Sandwich,1.0,4.0,4.0,Credit Card,In-store,2023-07-29
8352,TXN_6068074,Smoothie,2.0,4.0,8.0,Cash,In-store,2023-06-01
2680,TXN_6068148,Cake,3.0,3.0,9.0,Digital Wallet,In-store,2023-08-11
3652,TXN_6068564,Cake,4.0,3.0,12.0,Credit Card,Takeaway,2023-09-28
7538,TXN_6069730,Juice,1.0,3.0,3.0,Cash,In-store,2023-02-05
6422,TXN_6070523,Coffee,4.0,2.0,8.0,Cash,In-store,2023-02-05
7920,TXN_6070787,Sandwich,3.0,4.0,12.0,Digital Wallet,In-store,2023-02-26
407,TXN_6071202,Cookie,1.0,1.0,1.0,Cash,In-store,2023-06-07
2575,TXN_6071339,Coffee,5.0,2.0,10.0,Cash,Takeaway,2023-10-17
5793,TXN_6071866,Tea,4.0,1.5,6.0,Digital Wallet,In-store,2023-10-14
7138,TXN_6071905,Cake,1.0,3.0,3.0,Credit Card,In-store,2023-11-06
1588,TXN_6073195,Sandwich,3.0,4.0,12.0,Credit Card,Takeaway,2023-09-13
4992,TXN_6074414,Salad,2.0,5.0,10.0,Credit Card,Takeaway,2023-11-13
7198,TXN_6076602,Tea,4.0,1.5,6.0,Credit Card,In-store,2023-02-07
1026,TXN_6077816,Cake,3.0,3.0,9.0,Credit Card,In-store,2023-09-26
1258,TXN_6078834,Smoothie,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-04-28
5388,TXN_6079741,Cookie,4.0,1.0,4.0,Credit Card,Takeaway,2023-01-02
3698,TXN_6083650,Coffee,2.0,2.0,4.0,Digital Wallet,Takeaway,2023-07-01
7483,TXN_6085326,Cake,2.0,3.0,6.0,Digital Wallet,In-store,2023-08-22
8184,TXN_6086123,Juice,3.0,3.0,9.0,Credit Card,Takeaway,2023-11-17
1351,TXN_6086709,Juice,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-07-07
2242,TXN_6087494,Juice,5.0,3.0,15.0,Credit Card,In-store,2023-07-05
9109,TXN_6087578,Tea,1.0,1.5,1.5,Credit Card,Takeaway,2023-12-17
9181,TXN_6087604,Sandwich,4.0,4.0,16.0,Digital Wallet,Takeaway,2023-01-27
8520,TXN_6090715,Juice,3.0,3.0,9.0,Credit Card,In-store,2023-11-14
9369,TXN_6091431,Tea,3.0,1.5,4.5,Credit Card,In-store,2023-11-16
9773,TXN_6091542,Juice,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-01-17
5220,TXN_6091543,Coffee,3.0,2.0,6.0,Cash,In-store,2023-07-04
2386,TXN_6092344,Cookie,5.0,1.0,5.0,Credit Card,Takeaway,2023-12-04
5046,TXN_6093331,Smoothie,2.0,4.0,8.0,Credit Card,In-store,2023-06-24
7309,TXN_6093955,Tea,5.0,1.5,7.5,Digital Wallet,Takeaway,2023-01-01
6733,TXN_6096492,Sandwich,5.0,4.0,20.0,Cash,Takeaway,2023-12-23
5260,TXN_6097144,Juice,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-01-27
9810,TXN_6097664,Salad,4.0,5.0,20.0,Digital Wallet,In-store,2023-11-27
2396,TXN_6097706,Sandwich,4.0,4.0,16.0,Cash,Takeaway,2023-02-15
6147,TXN_6097759,Smoothie,4.0,4.0,16.0,Cash,In-store,2023-06-18
8029,TXN_6098702,Coffee,3.0,2.0,6.0,Credit Card,Takeaway,2023-10-15
7141,TXN_6101067,Smoothie,1.0,4.0,4.0,Credit Card,Takeaway,2023-09-05
9481,TXN_6104335,Smoothie,2.0,4.0,8.0,Credit Card,In-store,2023-11-13
1448,TXN_6105240,Juice,5.0,3.0,15.0,Cash,In-store,2023-11-27
1370,TXN_6108428,Cake,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-05-08
7877,TXN_6109953,Cake,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-04-22
3052,TXN_6110009,Juice,5.0,3.0,15.0,Credit Card,Takeaway,2023-12-26
8498,TXN_6110108,Tea,5.0,1.5,7.5,Digital Wallet,Takeaway,2023-02-10
1717,TXN_6110386,Smoothie,1.0,4.0,4.0,Cash,In-store,2023-03-17
5036,TXN_6110769,Cookie,2.0,1.0,2.0,Credit Card,In-store,2023-03-02
691,TXN_6111710,Salad,3.0,5.0,15.0,Credit Card,In-store,2023-06-18
2469,TXN_6112765,Coffee,2.0,2.0,4.0,Credit Card,Takeaway,2023-07-21
3028,TXN_6113452,Sandwich,2.0,4.0,8.0,Cash,Takeaway,2023-09-21
8569,TXN_6113724,Coffee,1.0,2.0,2.0,Digital Wallet,Takeaway,2023-03-26
1052,TXN_6113876,Cake,3.0,3.0,9.0,Cash,In-store,2023-03-01
7391,TXN_6117421,Cake,2.0,3.0,6.0,Cash,Takeaway,2023-05-04
2086,TXN_6117497,Coffee,2.0,2.0,4.0,Digital Wallet,In-store,2023-02-13
7931,TXN_6118079,Coffee,1.0,2.0,2.0,Credit Card,Takeaway,2023-07-01
2357,TXN_6119081,Coffee,2.0,2.0,4.0,Cash,In-store,2023-09-27
4003,TXN_6119612,Cake,3.0,3.0,9.0,Cash,In-store,2023-12-25
2032,TXN_6119798,Salad,1.0,5.0,5.0,Credit Card,In-store,2023-09-19
761,TXN_6119823,Tea,2.0,1.5,3.0,Cash,Takeaway,2023-06-13
9971,TXN_6120851,Salad,5.0,5.0,25.0,Cash,Takeaway,2023-02-04
9229,TXN_6121301,Smoothie,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-01-07
6010,TXN_6122423,Salad,4.0,5.0,20.0,Digital Wallet,In-store,2023-09-28
8430,TXN_6123007,Coffee,3.0,2.0,6.0,Digital Wallet,In-store,2023-05-28
8548,TXN_6123633,Salad,3.0,5.0,15.0,Digital Wallet,In-store,2023-01-16
2101,TXN_6124342,Cake,3.0,3.0,9.0,Cash,Takeaway,2023-09-14
7093,TXN_6125085,Cake,3.0,3.0,9.0,Cash,Takeaway,2023-05-24
7953,TXN_6125646,Cookie,2.0,1.0,2.0,Credit Card,In-store,2023-06-12
4485,TXN_6126149,Tea,2.0,1.5,3.0,Cash,Takeaway,2023-06-12
6003,TXN_6127474,Cookie,5.0,1.0,5.0,Cash,In-store,2023-09-17
7857,TXN_6128086,Tea,4.0,1.5,6.0,Digital Wallet,Takeaway,2023-12-26
730,TXN_6128621,Salad,3.0,5.0,15.0,Digital Wallet,In-store,2023-11-10
2573,TXN_6128966,Sandwich,3.0,4.0,12.0,Credit Card,In-store,2023-12-18
1304,TXN_6129205,Sandwich,5.0,4.0,20.0,Cash,In-store,2023-07-20
2929,TXN_6129460,Juice,5.0,3.0,15.0,Cash,Takeaway,2023-11-19
3575,TXN_6130281,Smoothie,2.0,4.0,8.0,Cash,Takeaway,2023-01-18
2503,TXN_6130455,Tea,2.0,1.5,3.0,Digital Wallet,In-store,2023-01-18
3400,TXN_6131195,Salad,1.0,5.0,5.0,Credit Card,Takeaway,2023-10-24
2721,TXN_6131350,Sandwich,2.0,4.0,8.0,Credit Card,Takeaway,2023-09-28
2185,TXN_6131415,Tea,5.0,1.5,7.5,Digital Wallet,In-store,2023-11-24
5334,TXN_6132245,Salad,2.0,5.0,10.0,Digital Wallet,Takeaway,2023-06-01
2017,TXN_6132959,Salad,5.0,5.0,25.0,Digital Wallet,Takeaway,2023-07-01
9912,TXN_6133115,Smoothie,5.0,4.0,20.0,Cash,In-store,2023-12-08
9387,TXN_6133971,Smoothie,5.0,4.0,20.0,Credit Card,In-store,2023-04-18
7379,TXN_6135727,Juice,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-12-15
9147,TXN_6137394,Sandwich,1.0,4.0,4.0,Digital Wallet,In-store,2023-11-22
9779,TXN_6137985,Coffee,5.0,2.0,10.0,Credit Card,In-store,2023-03-15
7087,TXN_6142529,Tea,5.0,1.5,7.5,Credit Card,In-store,2023-07-21
4468,TXN_6142549,Juice,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-03-12
5927,TXN_6144244,Juice,3.0,3.0,9.0,Cash,In-store,2023-01-08
2010,TXN_6145837,Cake,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-08-27
9621,TXN_6146889,Juice,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-09-01
2755,TXN_6148337,Cookie,2.0,1.0,2.0,Digital Wallet,In-store,2023-09-27
1066,TXN_6148397,Tea,4.0,1.5,6.0,Digital Wallet,In-store,2023-03-20
3881,TXN_6148776,Coffee,5.0,2.0,10.0,Digital Wallet,Takeaway,2023-03-02
9675,TXN_6148811,Tea,5.0,1.5,7.5,Credit Card,Takeaway,2023-06-18
6125,TXN_6149247,Sandwich,3.0,4.0,12.0,Credit Card,Takeaway,2023-09-21
3190,TXN_6149748,Salad,3.0,5.0,15.0,Credit Card,In-store,2023-07-06
6467,TXN_6149800,Sandwich,4.0,4.0,16.0,Digital Wallet,In-store,2023-05-05
592,TXN_6152588,Coffee,3.0,2.0,6.0,Cash,Takeaway,2023-11-21
3105,TXN_6154626,Smoothie,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-05-06
5580,TXN_6154823,Sandwich,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-11-16
8529,TXN_6156180,Coffee,5.0,2.0,10.0,Cash,Takeaway,2023-07-25
5565,TXN_6158518,Cookie,5.0,1.0,5.0,Cash,In-store,2023-09-28
6788,TXN_6158834,Coffee,2.0,2.0,4.0,Credit Card,Takeaway,2023-09-23
2754,TXN_6158865,Cookie,1.0,1.0,1.0,Digital Wallet,Takeaway,2023-11-27
4874,TXN_6159539,Juice,1.0,3.0,3.0,Digital Wallet,In-store,2023-01-12
5111,TXN_6160209,Salad,3.0,5.0,15.0,Digital Wallet,In-store,2023-07-28
4069,TXN_6162668,Salad,4.0,5.0,20.0,Digital Wallet,In-store,2023-03-30
5686,TXN_6164035,Cookie,1.0,1.0,1.0,Credit Card,Takeaway,2023-03-30
1772,TXN_6167259,Juice,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-04-14
2060,TXN_6169248,Juice,5.0,3.0,15.0,Credit Card,Takeaway,2023-08-12
400,TXN_6169633,Salad,4.0,5.0,20.0,Credit Card,Takeaway,2023-12-20
9999,TXN_6170729,Sandwich,3.0,4.0,12.0,Cash,In-store,2023-11-07
111,TXN_6171384,Smoothie,2.0,4.0,8.0,Credit Card,Takeaway,2023-09-12
9378,TXN_6172528,Smoothie,3.0,4.0,12.0,Credit Card,In-store,2023-05-18
3323,TXN_6177161,Tea,5.0,1.5,7.5,Credit Card,In-store,2023-04-01
7349,TXN_6177334,Juice,1.0,3.0,3.0,Credit Card,In-store,2023-02-15
1441,TXN_6177865,Juice,5.0,3.0,15.0,Digital Wallet,In-store,2023-01-30
717,TXN_6178152,Tea,5.0,1.5,7.5,Credit Card,Takeaway,2023-12-26
3340,TXN_6179169,Sandwich,2.0,4.0,8.0,Cash,In-store,2023-10-21
6530,TXN_6179190,Coffee,1.0,2.0,2.0,Cash,Takeaway,2023-07-23
4609,TXN_6181456,Cookie,1.0,1.0,1.0,Credit Card,Takeaway,2023-05-08
6075,TXN_6182856,Cake,4.0,3.0,12.0,Credit Card,Takeaway,2023-04-02
5895,TXN_6183513,Cake,3.0,3.0,9.0,Digital Wallet,In-store,2023-12-22
2447,TXN_6183842,Tea,3.0,1.5,4.5,Digital Wallet,Takeaway,2023-09-15
5851,TXN_6184247,Juice,1.0,3.0,3.0,Cash,In-store,2023-09-15
1043,TXN_6187083,Cake,5.0,3.0,15.0,Credit Card,In-store,2023-06-02
9041,TXN_6187752,Smoothie,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-12-24
9899,TXN_6188262,Juice,1.0,3.0,3.0,Cash,Takeaway,2023-10-24
5435,TXN_6188306,Salad,1.0,5.0,5.0,Cash,Takeaway,2023-10-26
1683,TXN_6188394,Juice,5.0,3.0,15.0,Credit Card,In-store,2023-10-05
3929,TXN_6188931,Cake,5.0,3.0,15.0,Digital Wallet,In-store,2023-01-28
1135,TXN_6189334,Sandwich,1.0,4.0,4.0,Cash,In-store,2023-01-12
8392,TXN_6189486,Sandwich,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-03-23
9762,TXN_6190857,Tea,1.0,1.5,1.5,Digital Wallet,In-store,2023-10-14
1186,TXN_6191123,Cookie,2.0,1.0,2.0,Digital Wallet,Takeaway,2023-03-01
1716,TXN_6191769,Salad,1.0,5.0,5.0,Credit Card,Takeaway,2023-05-17
4670,TXN_6193929,Juice,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-06-20
5242,TXN_6196052,Smoothie,5.0,4.0,20.0,Cash,Takeaway,2023-04-07
3534,TXN_6198799,Salad,1.0,5.0,5.0,Digital Wallet,Takeaway,2023-05-27
2074,TXN_6199016,Juice,1.0,3.0,3.0,Digital Wallet,In-store,2023-02-14
5878,TXN_6200423,Cookie,1.0,1.0,1.0,Cash,In-store,2023-02-03
4751,TXN_6200609,Salad,5.0,5.0,25.0,Digital Wallet,Takeaway,2023-04-12
3905,TXN_6201227,Salad,2.0,5.0,10.0,Cash,Takeaway,2023-01-15
1191,TXN_6202015,Cookie,2.0,1.0,2.0,Credit Card,Takeaway,2023-08-22
1309,TXN_6202035,Tea,2.0,1.5,3.0,Credit Card,In-store,2023-09-06
3564,TXN_6202631,Tea,2.0,1.5,3.0,Digital Wallet,Takeaway,2023-07-29
6274,TXN_6204081,Cake,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-07-12
6675,TXN_6205234,Cake,5.0,3.0,15.0,Digital Wallet,In-store,2023-04-09
1276,TXN_6206171,Cake,1.0,3.0,3.0,Digital Wallet,In-store,2023-03-19
7042,TXN_6206421,Sandwich,2.0,4.0,8.0,Digital Wallet,In-store,2023-04-06
6257,TXN_6206679,Tea,1.0,1.5,1.5,Digital Wallet,In-store,2023-05-01
856,TXN_6208034,Cake,1.0,3.0,3.0,Digital Wallet,In-store,2023-08-29
565,TXN_6209258,Juice,1.0,3.0,3.0,Credit Card,Takeaway,2023-03-06
2226,TXN_6211466,Tea,2.0,1.5,3.0,Cash,In-store,2023-09-12
2904,TXN_6212975,Sandwich,1.0,4.0,4.0,Credit Card,Takeaway,2023-06-08
1697,TXN_6215303,Salad,4.0,5.0,20.0,Credit Card,Takeaway,2023-08-20
4929,TXN_6216278,Coffee,4.0,2.0,8.0,Credit Card,In-store,2023-11-06
8679,TXN_6217375,Smoothie,5.0,4.0,20.0,Cash,Takeaway,2023-12-07
7685,TXN_6218380,Cookie,4.0,1.0,4.0,Cash,In-store,2023-02-07
5945,TXN_6219454,Tea,1.0,1.5,1.5,Cash,In-store,2023-11-14
3456,TXN_6219634,Salad,1.0,5.0,5.0,Cash,Takeaway,2023-09-11
9655,TXN_6219977,Cookie,2.0,1.0,2.0,Credit Card,In-store,2023-12-17
6309,TXN_6220280,Tea,1.0,1.5,1.5,Credit Card,In-store,2023-02-15
2869,TXN_6220542,Juice,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-03-24
3421,TXN_6221348,Sandwich,1.0,4.0,4.0,Credit Card,Takeaway,2023-03-28
7574,TXN_6223157,Salad,1.0,5.0,5.0,Cash,Takeaway,2023-09-13
1819,TXN_6223786,Cake,5.0,3.0,15.0,Cash,In-store,2023-07-05
3462,TXN_6224451,Sandwich,1.0,4.0,4.0,Credit Card,Takeaway,2023-03-19
5802,TXN_6225305,Cake,1.0,3.0,3.0,Cash,Takeaway,2023-05-05
5162,TXN_6225571,Smoothie,2.0,4.0,8.0,Credit Card,Takeaway,2023-09-13
6710,TXN_6226412,Juice,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-03-20
3609,TXN_6226704,Coffee,4.0,2.0,8.0,Digital Wallet,In-store,2023-09-07
2656,TXN_6228313,Juice,4.0,3.0,12.0,Credit Card,Takeaway,2023-01-24
6696,TXN_6228847,Smoothie,3.0,4.0,12.0,Cash,In-store,2023-01-13
2804,TXN_6228918,Cake,1.0,3.0,3.0,Digital Wallet,In-store,2023-01-13
3122,TXN_6228999,Cookie,5.0,1.0,5.0,Digital Wallet,In-store,2023-02-07
5926,TXN_6231475,Salad,2.0,5.0,10.0,Credit Card,In-store,2023-03-18
